"Porosity, fraction","Permeability, mD","Acoustic Impedance, kg*s/m^2","Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa",Rock facies
0.13808,101.039445150726,7208889.982999999,2.129888845186989,3700.5328129278996,24.346118135584177,1584.4998926997134,6.039278491154194,Shaly sandstone
0.14484,137.2018004475829,7174056.28,2.0369639096178647,3912.721194068738,22.748983540052837,1779.6283990800048,6.183230919349968,
0.14267,116.53586139627264,7064035.727000001,1.850146680529584,3690.429928016848,25.46740341933321,1620.1809454529612,5.972958551558127,Sandstone
0.14503,89.41488739911652,7118049.692000003,1.7973768563808523,4021.4190298292856,26.81803252755211,1554.7304122080075,5.584654415111643,Sandstone
0.14668,114.1075589947528,6967210.076,2.162342016186551,3245.869466118433,18.8180708885336,1802.3911156380627,7.5470095423758075,Sandstone
0.051320000000000005,41.32976336775357,7925076.582,1.8034369027982824,4277.1314428175765,32.7862041706517,1663.1626215124445,5.6478684544637385,
0.04991999999999999,45.17178850074376,7630241.47,1.896912291975995,4412.593564810384,31.652931031530393,1701.4603053791784,5.826465115672746,
0.05008,45.59306218866192,7654922.429,1.7886936289920154,4204.127451905788,29.931864822083842,1737.7383756531772,5.822795169915722,Shale
0.15903,254.04462017821618,6789985.924,1.7038930285164422,4115.285590015162,26.826515286554763,1697.9922579766317,4.8527933340437865,Sandstone
0.16175,227.42321385599132,6936165.991375,1.5933355833605958,3843.663175811151,26.70932733661064,1657.4270893197877,3.312525194513621,Sandstone
0.16667,148.62396876803376,7053326.378,1.9368733053701817,3637.1025628250654,27.392502412804077,1547.7242370730746,5.274460790404534,Sandstone
0.16872,179.49186499408032,7299325.054,1.6262679704593606,4357.381348501822,31.50155278040125,1394.8954348409295,3.846184858790056,Sandstone
0.17388,150.95082881644964,7089724.927,2.0941718328856362,3300.572725585775,23.719747116923514,1727.272459262935,6.397139581602238,
0.06703999999999999,32.18843232117197,7791596.333,2.76393506399886,2261.5466749918946,21.735571453133936,1795.346393681184,7.9777815375437156,Sandy shale
0.1303,111.72363365265434,7432723.33,1.7328287338579729,4354.543516092583,32.00583622724526,1568.8798229847428,5.444036200153663,Shaly sandstone
0.12919,110.70774399079305,7224658.397000001,2.2333058482580364,3340.026892718438,21.637088065480057,1857.3979489879598,6.259177896538992,Shaly sandstone
0.14205,70.77144677904921,7396983.81,2.0640625624574893,3426.1378052720115,26.540648025438905,1532.1159411312685,5.397879668852651,Sandstone
0.13276374999999999,84.2293207016419,7354557.910375,1.520188057528269,5021.4288193062985,37.7229207975036,1663.2160612497096,3.2437800888923265,Sandstone
0.14905,144.8135413704344,7047193.3149999995,2.2323543602881593,3028.161094393965,23.45019253759686,1804.754734858533,6.445947971475931,
0.140755,94.92805819574588,7336735.87,2.0473957191037098,3232.2734550629634,26.661329714199944,1777.6577536568016,2.77114162765862,Sandstone
0.06942999999999999,42.99309104124487,7832319.705,3.135464906769701,2544.6871361728245,20.141638330725968,1790.4987282295926,9.219634067393716,Sandy shale
0.12536,87.95063251969195,7412068.43,1.6697531352344923,4288.5999404467275,32.91728805724841,1614.7880742939544,4.968425785850325,Shaly sandstone
0.12905999999999998,120.58627704446292,7138347.506,2.137753547753882,4375.635185813799,23.091087956447463,1652.9088008663427,5.428956852303605,Shaly sandstone
0.13325,122.36817846497293,7344122.374,1.9223733158480425,3814.213394552909,26.424105173143392,1647.3975117901555,4.8399769750180655,Shaly sandstone
0.144715,115.0296851769919,7208222.458,2.008410456037024,3884.2265066141217,23.613250982245802,1642.3837412686025,5.198682545498201,Sandstone
0.14351,118.08710888455654,7371247.685,1.5925544448077544,4182.630130614282,33.478915391939424,1499.4493274458764,5.310445690893439,Sandstone
0.1473,82.60047965340033,7257364.085,2.055163728322793,2695.0807907421067,26.530992535859127,1765.9556640229293,6.027856207928128,Sandstone
0.1523,157.20803677937445,7270247.6910000015,1.6904174161905658,4253.53092348259,32.248232111565045,1514.5678122881295,5.649619202161944,Sandstone
0.14506750000000002,124.27816592987068,7217931.636,1.8299932104168408,3704.2063827106763,31.24283467961897,1639.5219535578158,4.509239945346447,Shaly sandstone
0.13171,90.33966133513331,7214395.129,1.5671945348874146,4363.476812275456,33.50651629847728,1689.2144269438522,4.5623753514141185,Shaly sandstone
0.12745,95.88200852633948,7321059.216,2.1270393096516145,3061.061737487172,23.466537972863172,1894.002237349511,6.048546132524768,Shaly sandstone
0.13824125,119.60353732741825,7335205.174249999,1.8762560743473853,3940.122827234167,28.653110635388185,1644.2024680302625,3.628736979435381,Shaly sandstone
0.14021,119.8339218510587,7450108.406,2.183858937970993,3528.959059779437,28.09022476920477,1989.8292471736386,6.63411169134781,Shaly sandstone
0.14793,129.30901488254946,7217216.144874999,2.102587005296156,3152.6069090541882,22.84054711267445,1675.767844103613,5.1229526155750476,Shaly sandstone
0.15367999999999998,142.81163498665882,7273768.7289999975,2.112950842495655,3322.924542221137,26.231084728546595,1720.369643286067,6.829779782305634,Sandstone
0.14976,94.88324743089535,7311652.04,2.101230339700599,3992.83085783279,27.26447792534921,1668.4427337319053,6.819544695323192,
0.15277000000000002,154.00367979427358,7051251.336,2.2281387517348143,3167.992614007863,22.04048351701817,1640.3607930792184,5.938046565782325,Sandstone
0.060189999999999994,47.829947565311215,8213981.426,1.694208810308157,4215.360459129216,39.286994078663,1493.0824285528863,4.9684398285784654,Shale
0.12353,97.60544961123873,7209695.772000001,1.8974718908174508,3847.220937556308,27.155232777195764,1704.5889005400495,5.3409931305639065,Shaly sandstone
0.12062,87.92515709873386,7335083.046,1.7397449221932493,3992.258294133832,28.069398883069173,1598.5320915940226,4.760438364453888,Shaly sandstone
0.11954000000000001,71.5640029703992,7329361.509,2.208525167977419,3305.6352386149156,24.841545514156472,1720.8924718165176,5.198050248068454,Shaly sandstone
0.12873625,106.47749399002161,7409646.013999999,1.904660205422689,4045.5055612594656,28.28584500066875,1668.185790492253,4.38518784335277,Shaly sandstone
0.13974,96.63984737655079,7155294.908,1.6408551532249158,4023.558496268628,26.98121143327885,1768.9904580983884,5.758057570726353,Shaly sandstone
0.14035999999999998,120.30490899313818,7203057.6060000025,1.5832905460849476,4624.56703122748,33.65356673923747,1691.4514761256812,4.2952666087080535,Shaly sandstone
0.14107999999999998,104.9706550774704,7215770.5210000025,1.6222358148141125,4133.086125765399,32.66662513881117,1734.091824792275,4.67508614248549,Shaly sandstone
0.15133,136.7029234686488,7294261.194,2.0580044754975457,3836.492597201253,26.22254319459777,1815.715875382273,4.601592459369692,Sandstone
0.15298,136.73333129147892,7257518.818,2.1355205154562364,3687.907364586983,25.378232067258352,1647.3685865208936,5.027817843627046,Sandstone
0.06913,47.670418180713924,7780547.545,1.924676985351757,3643.583074212104,30.66687765684676,1738.80499731565,5.2078516027437765,Shale
0.16057000000000002,86.19059669129068,7211275.4339999985,2.2763084081331506,3283.975692517453,22.25326850704795,1684.9533107879306,7.0864946885628655,Sandstone
0.1543,103.49923972407387,7193171.256,1.8784397248956952,3984.139319835641,27.367264285931054,1714.2465080964005,5.926039941655498,Sandstone
0.16515,197.2679208329086,7050658.812000001,1.856488299775632,3781.694654350456,25.116536268629407,1695.670320247897,4.935515007985146,
0.16547,196.2535404903279,6904224.05925,2.283537101776436,3118.483312138817,19.659231575692594,1699.1364178021342,6.483534568443725,Sandstone
0.06048999999999999,50.66680930632313,7759853.147999999,1.6012422150542078,5007.755255068667,35.66549282412552,1785.1907663944892,3.5918857094579764,Shale
0.08837,36.43578578749808,7903541.84,2.533748154442013,2962.716867570487,24.414578022855906,1465.4519345151155,6.998932188154727,Sandy shale
0.06351,47.13567129389878,8164686.971,1.803333136218914,4252.5595132830695,36.27782980522071,1759.11311608937,4.157560728286623,Shale
0.1188,115.11029224779044,7287796.416,2.269745485495544,3016.0093080772967,23.515322571811954,1902.2268672837326,6.479972823918997,Shaly sandstone
0.12195999999999999,74.17785402250907,7330545.688999997,1.6412049878282835,4282.810488227535,31.936845217833852,1720.1711048312136,2.615646284288676,Shaly sandstone
0.1284,87.60970260299406,7014560.563999997,1.7341344176646365,3730.586331965605,29.7973323141303,1779.9512333411844,4.5463708940458485,Shaly sandstone
0.13146,68.09150478880657,7386167.868,1.6998208500933951,4143.760625577654,30.82572968127904,1742.3340113236006,6.42998986875364,Shaly sandstone
0.1405,113.90125368206782,7200478.129,1.9317710450656047,3961.343820537652,27.516977624826065,1617.8035739885336,4.62374732796493,Shaly sandstone
0.13964000000000001,124.79861783958759,7242403.647375001,2.182803545725577,2846.8567839175075,25.06708655053367,1613.257542932793,5.297311903476919,Shaly sandstone
0.14907,116.53580886702593,7179051.124,1.5235972411848522,4713.327105427034,33.23887925861305,1654.9005551567595,4.25251684975933,Sandstone
0.1400675,92.89485339910391,7171327.993,1.7573709288406922,4047.5566482872014,28.48752299364105,1574.8435455519855,5.953356723617921,Sandstone
0.07404,51.02488103675959,7675772.804,1.5232383644777727,4536.0066882544625,35.780598594806925,1838.7570418136027,5.975332816743318,Shale
0.08765,29.28791015902246,7695366.873,3.224258379543256,2719.934670204816,19.26507978407887,1620.5188924214663,10.056778342700195,Sandy shale
0.0659,46.94066191608877,7762043.621,1.7517761290181015,4405.20964903178,34.778280014581796,1686.3763376364286,3.02266807322775,Shale
0.13677,79.04545856839944,7245833.382,1.8412402647563115,4137.573819107639,28.920287776323086,1726.751296336848,5.313157815176414,Shaly sandstone
0.13623,111.78726795708701,7226411.998,1.899196570895768,3951.609011718856,24.32815372241825,1590.0005905096546,4.526819423817283,Shaly sandstone
0.16727,231.96371202481873,6953889.575,1.7737137399815848,4053.657113789297,24.592131986231244,1699.1033487663603,3.549549083506572,Sandstone
0.16937,248.37390670702484,6752590.2820000015,2.242420227382186,2561.8764979360594,19.32565321809172,1599.9478814117194,5.715957478176929,Sandstone
0.17424,193.71047989499078,7068142.509,1.6566170622925704,4536.382712673662,28.54121809292078,1663.54938274568,4.74613200257224,Sandstone
0.1680275,304.4786584156712,7011515.943,1.831623587226502,3852.0737921438263,21.739879740249986,1839.654747630089,4.698516160897895,Sandstone
0.07114999999999999,51.208582298307924,7556219.413,3.5303730075085835,1921.2428942567408,18.916574972268048,1777.701299111519,11.820037678031161,Sandy shale
0.13757,97.91533949818957,7699729.443,2.034820657916392,3767.5148857522,27.92346731440948,1547.4876279553453,5.840666043073112,Shaly sandstone
0.14261,95.51818757074243,7361871.884,2.1492184339196374,2798.6156891259443,26.99387823193868,1693.9608959821933,7.069276027123612,
0.14323,98.75869451781188,7405789.55,2.198295318797186,3394.5638899011046,23.47727935026135,1511.0229283802987,7.218405770852674,Shaly sandstone
0.15153,116.31731443366209,7282890.52,1.7659965390978942,4315.191846558128,25.43838761795309,1567.6559839041586,3.1895086655975744,Sandstone
0.14981,137.71242844576756,6991970.994,2.4167432931242177,3486.773715817839,21.64011023613637,1687.8348671567471,6.4875567878987015,Sandstone
0.07712999999999999,15.9470998235348,7748323.199,2.9451940745946823,2880.803726722086,18.955334076601147,1651.8425345988019,9.38454517086119,Sandy shale
0.06649,34.644759293213795,7799389.806,2.748518781215597,2763.166905499282,23.52503056252089,1599.7444362488045,7.071716835098541,Sandy shale
0.13089,99.47753642082286,7493231.4,2.115044807352905,3609.591042156094,27.38752949355588,1812.058850452276,6.6539957599097415,
0.13271,110.33662007780121,7458031.334,1.5731682995617178,5020.035186253493,39.493467045063056,1549.3203306636367,3.0431369590832884,Shaly sandstone
0.13927,137.0530565085311,7007143.175,2.177408335461036,3526.6223933803544,23.917164219722828,1827.1770894073786,6.322353627416566,Shaly sandstone
0.14114000000000002,109.14717216552859,7161335.666,2.281723842645928,2414.325734097069,21.173623715995163,1689.8724423541194,6.131362892315027,Shaly sandstone
0.13777999999999999,118.00979363054583,7361855.544,2.4310951897823454,3107.646818796523,23.343380450047693,1639.2093084222988,6.11260251749022,
0.13442,101.47859671894416,7327233.3889999995,1.6239672286596696,4589.3554176426405,33.6576561111448,1595.7101720473706,5.514461401282707,Sandstone
0.14211,109.94478109113537,7216039.31,2.2611065070315024,2992.0769007178,21.271072390459388,1515.7482473771656,7.510667926262242,Sandstone
0.14245,79.93458742435818,7305975.477000001,2.0679020209736465,3172.6891676510413,26.71375273684689,1747.6236309672433,4.742892612967724,Sandstone
0.13435,124.10211650351017,7223095.935,1.9856339378820551,3549.728668045793,27.287848671836596,1714.3830764327836,3.9022632897281753,Shaly sandstone
0.13155375,73.03729848294768,7506414.966,1.8056926441539927,4082.3510132478655,30.883116901769686,1685.3317928144172,4.88867191253104,Shaly sandstone
0.130185,78.37479054588017,7301463.036,1.87893426782462,4180.914915609051,31.930726544516865,1685.6645518767575,4.735144933704529,Sandstone
0.11523375,59.02390120394581,7476620.33,2.396325923576225,3772.5288388042095,22.287330072536157,1609.8689134857348,5.927733256125336,Sandstone
0.07356,22.893677632088554,7327600.48,3.0706871449381694,2681.568879265852,19.158297387490013,1658.7850624013172,8.990189110674129,
0.0750725,67.5278611946421,7725057.2870000005,2.51629214538694,3071.5575404773213,24.86402622948367,1650.646083775096,7.2018098286359535,Sandy shale
0.12987,89.18745921665489,7387077.8029999975,1.7740238871535794,3975.98451228077,29.89684546920984,1659.2856003376373,4.887344076315914,Shaly sandstone
0.13777,85.12788873520047,7251538.084000001,2.1898432702952526,3249.169680402427,24.467850240279667,1703.3910117589267,7.186915547060696,
0.13593,101.36544796434112,7241143.504,2.1065682771329874,3733.503184787294,23.3652328891849,1563.6133559927198,4.716532870273982,Sandstone
0.14679,154.21333490017642,7189737.1039999975,1.5869140937261204,4896.518942047045,34.261398818014285,1713.532053004816,4.513683717669473,Sandstone
0.14667,128.16627629929957,7123045.73,2.18032302976571,3287.830956679156,20.140691397259253,1608.4477621393528,5.663552339509161,Sandstone
0.07006,30.609352118175792,7708360.386,3.2446596544465764,2098.6969299959515,17.144058311477007,1640.569767371116,9.378819999348565,Sandy shale
0.07047,58.00375866501227,7789466.125,3.357368597565207,2265.2004594996897,17.45716032147024,1650.4330996164942,9.912610823275918,Sandy shale
0.13385,86.37851237318351,7435831.35,1.6038004504189385,4479.679523958471,33.56814549196236,1651.4608519224923,4.969850368176898,Shaly sandstone
0.14032,116.80535038417247,7270313.552625,2.0290050684615366,3379.7541916594173,23.61121469194047,1779.3738400053892,5.670528496979897,Sandstone
0.14192000000000002,155.69955667466706,7372128.1039999975,1.7070363226320853,4897.504842219549,30.01054770631733,1759.7096214026965,4.531117634518764,Sandstone
0.14965,102.14740467300155,7234865.159,2.0245362085498804,3544.0201456112804,28.767657654677052,1649.7039970482626,7.6013143033525985,Sandstone
0.153445,130.59842776542519,7124545.3220000025,2.4405156543409148,3243.856872730243,23.322316114625266,1670.964430766898,5.994426121956531,Sandstone
0.15252000000000002,151.28384197084182,7092311.93,2.033810301624149,3681.5998533510797,24.848850247628988,1637.5599902916101,4.970460776830218,Sandstone
0.15494000000000002,138.02407777203405,7244722.317000003,1.8308520718867605,4016.3662112457173,22.2394677134162,1675.1819192613596,5.350788755415838,Sandstone
0.16404000000000002,192.1946764202484,7000135.432,2.258512490742718,2654.126574919013,23.72363544316497,1640.5789986294876,7.0288102433811135,Sandstone
0.07195375000000001,29.656664130207915,7823794.694,2.6015786954811726,3208.0126217346474,23.641426901242465,1669.863523896101,7.491288180906213,Sandy shale
0.06915,34.58924657666907,7641568.209,2.7261980518130247,3237.3316252380105,21.750404432234696,1642.9072871522405,7.516060488024032,
0.13929,106.11236093013312,7253141.318,2.0120602208208918,3414.7424900002106,24.379380357031287,1640.56358293293,6.076802564374871,
0.14396,121.74242274138462,7028231.9070000015,1.647706374440708,4050.807982730742,29.24540542866381,1788.3982504207274,6.432307556874701,
0.14151,109.47129059489582,7366514.3560000025,2.099062730831554,3713.471302249582,24.080991322386442,1694.425044085748,5.4463206252552006,Sandstone
0.14476,119.01901359393,7273174.568,1.7782876210015086,4310.097008025512,28.723973889213628,1619.5769846951234,4.8891893168653375,Sandstone
0.14945,101.37651324250314,7179971.813999997,2.038168312435533,3211.1394912106043,25.53014701341992,1670.347725776671,6.532307882035898,Sandstone
0.15069000000000002,119.11327993404753,7128444.530875,2.0653028031325573,3490.530409651566,22.183628191402306,1728.6716808652136,6.974407661714622,Sandstone
0.15455,189.40214124272973,6979919.829,2.094065704597215,3502.228340731183,23.81933802841707,1634.7892226475105,5.653938283662182,Sandstone
0.15634,150.20452540581522,7132787.198375,1.995702008444893,3717.717510996927,22.30588330590538,1724.7717670892675,7.258028561659301,Sandstone
0.06627000000000001,44.75238192726421,8123147.467,2.818450853882668,2698.778020193885,25.844703718750186,1792.5940146947892,7.467295193830532,Sandy shale
0.06625,24.516863237237132,7721192.387,2.910179834410094,2509.3355304891834,19.689332978905714,1813.4732365574134,8.258069441793403,Sandy shale
0.12355250000000001,96.80987044861187,7520850.62,1.8497069549055687,3823.440236154106,25.23156833673892,1886.2890725195725,6.222301302885946,Shaly sandstone
0.1301,94.82285044793844,7168363.246,2.023177951381628,3504.850263508758,27.593317115192622,1685.1144992707239,6.0509638046591725,Shaly sandstone
0.13669,87.70012098326116,7331907.362624999,2.117170914558847,3560.915899053769,28.373557491090164,1721.2547832504972,6.081727609599662,Sandstone
0.15113,81.70979898928344,7243360.957,1.7150015118729571,4327.923742853219,31.398236190270854,1630.4418923682288,4.622148024856961,Sandstone
0.14803,138.16739148814162,6945197.863,1.5100300865176577,4571.841511918773,32.428498685949826,1585.198861376706,5.3434681494828835,Sandstone
0.15546,158.16455643517244,7090436.84,1.6232143127642265,4246.151968146141,27.62832670963116,1624.2452580679035,5.214218891494247,Sandstone
0.15467,142.57831252809228,6995755.342,2.3804062537007367,3073.905998617962,21.764656019402665,1755.5277829507502,5.311133110933984,Sandstone
0.15539,131.95267040705738,7289440.001,1.5799935331560482,4329.017660614112,30.21056119143557,1682.7461338478836,5.28470067584993,Sandstone
0.04926,54.88259860564608,8077466.4120000005,1.5763949579480807,5221.61118953115,37.78457801694627,1590.242824259164,5.035477117454295,Shale
0.12082999999999999,65.5479924314493,7388753.32,1.6318426343324992,4132.474213052629,33.96500694776898,1560.599407419018,5.315676752665492,Shaly sandstone
0.1253,44.91888283473388,7154431.124,2.2041931674915314,3216.297111426259,26.582614770328032,1718.5048538640658,6.0542024144241235,Shaly sandstone
0.12506,98.35031339128234,7257802.8220000025,1.834073190096489,4067.024201959331,26.78110953862843,1599.7652679652772,3.1742028151343264,Shaly sandstone
0.1364,93.28682342744163,7403188.3220000025,1.7436255396638696,4139.598077833711,31.661001102873797,1725.947235945528,4.906461257202805,Shaly sandstone
0.13752,101.51346303135047,7135962.347,1.905530099041985,3727.6313500197184,27.250327014744716,1607.3496475158342,6.25929049505184,
0.1452,99.71652981091145,7102947.459,1.9358053421789148,3589.546976726058,27.612827863764,1785.4253711264835,5.230998201693968,Sandstone
0.14702,132.59678963982276,7364394.615,2.2057434425794105,2857.812763701249,24.563560074128922,1695.31528215025,7.944754847102161,
0.056499999999999995,47.75597221734705,7868644.403,1.5639452753686696,5134.058353049427,38.08509832759008,1586.9637687582904,4.864390529922888,Shale
0.06131,40.988450614025595,7799643.587999999,1.929682873265376,3780.005104936127,32.13636519569776,1611.4065329596554,4.799019508538458,Shale
0.09764,49.126640167850866,7697342.976,2.036602558948496,4046.874212046862,27.40862629734752,1677.9648943924087,4.413492144931865,Shaly sandstone
0.10761,56.83344708429313,7713644.96,2.178200471181591,4343.815633228509,25.550268253027447,1647.8250084316498,8.184053138721893,Shaly sandstone
0.055720000000000006,41.329763367753586,7852903.466999999,1.9721905802844184,4109.102350968669,32.85840889446854,1624.890465345049,6.42902000109788,Shale
0.11675999999999999,59.389272852976056,7589537.998,1.8708561027407724,4305.603827340568,29.72011140741641,1743.891956306396,5.697939368483371,Shaly sandstone
0.11779,62.23548281725531,7635445.6170000015,1.7942916571029202,4269.083207284459,33.612636531559026,1678.1263451136492,5.998215010836987,Shaly sandstone
0.12124000000000001,60.151918640105286,7537669.263999999,1.5987503259408171,4166.648238511415,35.77036171659872,1645.2282664748236,5.786099879743558,Shaly sandstone
0.12905625,104.77120317527856,7370335.81825,1.5155351901308385,4287.735988880328,37.60047109647462,1602.732453503269,5.486771994349653,Shaly sandstone
0.13252,85.8264350823494,7202105.725,1.790344068857336,3609.395784131653,33.038656395226866,1759.0456915504105,5.8109091104622985,Shaly sandstone
